Review_ID,included_No,Reviewer_ID,EndNote_Index,Pubmed_ID,Year,Article_Name,Review_Date,First_Author,Key_words,Research_Design(Primary Objective),Review/Original,Study_Design_Type,Database/Datasource,Analytic_tool,Country/district ,X,Y,Z,Association_Type,Unit_of_Analysis,Check_List,Mention_Missing_Data,Assessed_Missing_Data,Rate_of_Article,Include_in_Research,Exclusion Reason,Other_Notes,
37,16,,3772,30618280,2019,Opiate Exposure and Predictors of Increased Opiate Use After Ureteroscopy,1/4/21,"Kang, C.","Adult
Aged
Analgesics, Opioid/*therapeutic use
Body Mass Index
Female
Humans
Kidney Calculi/*complications/*surgery
Male
Middle Aged
Multivariate Analysis
Opioid-Related Disorders/*prevention & control
Postoperative Period
Retrospective Studies
Risk
Tennessee
*Ureteroscopy
*nephrolithiasis
*opiate",to describe opiate exposure and determine predictors of prolonged opiate use among kidney stone formers after surgery.,Original,retrospective cohort study,Tennessee Controlled Substance Monitoring Database,Stata,USA,patient characteristics," (1) ob- taining an additional opiate prescription within 30 days after ureteroscopic stone surgery, and (2) continued opiate use 60 days after surgery as ascertained by the TN CSMD. We chose the 30- and 60-day time points to capture pain complaints or complications before or after routine 6-week postoperative follow-up visit.",,Association,Patient,No,"Yes, data description",No,,Yes,,,
38,,,1203,31076375,2019,Diagnostic yield of the SharkCore EUS-guided fine-needle biopsy,1/4/21,"Fitzpatrick, M. J.",,"Aged
Aged, 80 and over
Data Accuracy
Electronic Health Records
Endoscopic Ultrasound-Guided Fine Needle Aspiration/*methods
Female
Humans
Male
Middle Aged
Pancreas/*diagnostic imaging
Pancreatic Neoplasms/*diagnostic imaging
Retrospective Studies
Sensitivity and Specificity
Tertiary Care Centers
*Endoscopic ultrasound
*Fine needle biopsy
*Fine-needle aspiration
*SharkCore",Original,,,,,,,,,,,,,,,EMR data only used to identify the cohort,,
39,,,1366,31069926,2019,Health-related Google searches performed by parents of pediatric oncology patients,1/4/21,"Phillips, C. A.",,,,,,,,,,,,,,,,,,"Physician behavior, system evaluation, health services research [I.e., not biomedical]",,
40,17,,5454,30953972,2019,"Treatment patterns and overall survival in metastatic urothelial carcinoma in a real-world, US setting",1/4/21,"Simeone, J. C.","Adult
Aged
Aged, 80 and over
Female
Humans
Male
Middle Aged
Neoplasm Metastasis
Retrospective Studies
Survival Analysis
Treatment Outcome
United States
Urologic Neoplasms/mortality/*therapy
*Chemotherapy
*Electronic health records
*Immunotherapy
*Urinary bladder neoplasms","to assess real-world characteristics, treatment patterns, and overall survival (OS) of patients with mUC treated in the United States (US).",Original,retrospective cohort study,Flatiron Health,SAS,USA,patient characteristics,Treatment patern,,Association,Patient,No,"Yes, limitation",No,,Yes,,,
41,18,,1220,31025592,2019,Low-dose aspirin and risk of upper/lower gastrointestinal bleeding by bleed severity: a cohort study with nested case-control analysis using primary care electronic health records from the United Kingdom,1/4/21,"Garc√≠a Rodr√≠guez, L. A.","Adult
Aged
Aged, 80 and over
Aspirin/administration & dosage/*adverse effects
Case-Control Studies
Cohort Studies
Comorbidity
Electronic Health Records
Female
Gastrointestinal Hemorrhage/*chemically induced/mortality
Hospitalization/statistics & numerical data
Humans
Incidence
Male
Middle Aged
Platelet Aggregation Inhibitors/administration & dosage
Primary Health Care/statistics & numerical data
Severity of Illness Index
United Kingdom/epidemiology
*Upper gastrointestinal bleeding
*aspirin
*lower gastrointestinal bleeding","Adult
Aged
Aged, 80 and over
Aspirin/administration & dosage/*adverse effects
Case-Control Studies
Cohort Studies
Comorbidity
Electronic Health Records
Female
Gastrointestinal Hemorrhage/*chemically induced/mortality
Hospitalization/statistics & numerical data
Humans
Incidence
Male
Middle Aged
Platelet Aggregation Inhibitors/administration & dosage
Primary Health Care/statistics & numerical data
Severity of Illness Index
United Kingdom/epidemiology
*Upper gastrointestinal bleeding
*aspirin
*lower gastrointestinal bleeding",Original,retrospective case–control study,The Health Improvement Network (THIN),Stata,UK,low dose aspirin prescription,risk of upper/lower gastrointestinal bleeding ,,Association,Patient,No,"Yes, data description",No,,Yes,,,
42,19,,3115,31824165,2019,Elevated Triglycerides (‚â•150 mg/dL) and High Triglycerides (200-499 mg/dL) Are Significant Predictors of New Heart Failure Diagnosis: A Real-World Analysis of High-Risk Statin-Treated Patients,1/4/21,"Toth, P. P.","Administrative Claims, Healthcare
Aged
Biomarkers/blood
Databases, Factual
Dyslipidemias/blood/*diagnosis/drug therapy/epidemiology
Female
Heart Failure/blood/*diagnosis/epidemiology
Humans
Hydroxymethylglutaryl-CoA Reductase Inhibitors/therapeutic use
Male
Middle Aged
Predictive Value of Tests
Prognosis
Retrospective Studies
Risk Assessment
Risk Factors
Triglycerides/*blood
United States/epidemiology
Up-Regulation
cardiovascular disease
costs
hypertriglyceridemia
statins
Novo-Nordisk, Regeneron, and Sanofi. He also reports personal fees and non-financial
support from Amarin Pharma Inc, during the conduct of the study
personal fees,
non-financial support from Amarin Pharma Inc, outside the submitted work. Sephy
Philip and Craig Granowitz are employees and stock shareholders of Amarin Pharma
Inc. Dr Sephy Philip has a patent compositions and methods for lowering
triglycerides in a subject having reduced kidney function pending to Amarin Pharma
Inc. Michael Hull is an employee of Optum. The authors report no other conflicts of
interest in this work.","to investigate relationships between high triglycerides (TG), a modifiable cardiovascular (CV) risk factor, and increased heart failure (HF) risk",Original,retrospective cohort study,Optum Research Database,Didn't mention,USA,Triglycerides ,heart failure,,Association,patient,No,"Yes, limitation",No,,Yes,,,
43,20,,2696,30947777,2019,Abdominal and Pelvic Vascular Injury: A National Trauma Data Bank Study,1/4/21,"Talbot, E.","Abdominal Injuries/diagnosis/*epidemiology/therapy
Adolescent
Adult
Aged
Child
Child, Preschool
Databases, Factual
Female
Humans
Infant
Infant, Newborn
Injury Severity Score
Logistic Models
Male
Middle Aged
Retrospective Studies
Survival Rate
United States/epidemiology
Vascular System Injuries/diagnosis/*epidemiology/therapy
Young Adult",to characterize the outcomes of traumatic abdominal and pelvic vascular injuries. ,Original,retrospective cohort study,national Trauma Data Bank,Stata,USA,patient characteristics,outcomes of tramatic abdominal and pelvic vascular injury,,Association,Patient ,No,No,No,,Yes,,,
44,,,40,31730181,2019,Association of an Electronic Health Record Add-on App for Neonatal Bilirubin Management With Physician Efficiency and Care Quality,1/4/21,,,,,,,,,,,,,,,,,,,"Physician behavior, system evaluation, health services research [I.e., not biomedical]",,
45,21,,957,31537841,2019,Statin use and the risk of colorectal cancer in a population-based electronic health records study,1/4/21,"Ib√°√±ez-Sanz, G.","Administrative Claims, Healthcare
Adult
Aged
Aged, 80 and over
Case-Control Studies
Colorectal Neoplasms/*epidemiology
Electronic Health Records
Female
Humans
Hydroxymethylglutaryl-CoA Reductase Inhibitors/*administration & dosage
Male
Middle Aged
Spain/epidemiology
Young Adult","to assess the association between
CRC risk and exposure to statins using a large cohort with prescription data.",Original,retrospective case–control study,Information System for Development of Primary Care Research (SIDIAP) database ,R,Spain,Statin use,risk of colorectal cancer,,Association,Patient,No,"Yes, data cleaning","Yes, Imputation",,Yes,,,
46,,,1725,31319792,2019,Can patients with low health literacy be identified from routine primary care health records? A cross-sectional and prospective analysis,1/4/21,"Campbell, P.","Cross-Sectional Studies
Female
*Health Literacy
Health Status
Humans
Male
*Medical Records
Middle Aged
Musculoskeletal Pain/therapy
*Primary Health Care
Prospective Studies
Surveys and Questionnaires
*Electronic health records
*Musculoskeletal pain
*Primary care
BMC Family Practice. No other author has any competing interest.","to investigate a primary care population who had consulted about a musculoskeletal pain problem. Participants completed questionnaires (assessing general health, HL, pain, and demographic information) at baseline and 6 months, with linked data from the participants’ consultation records.",,,,,,,,,,,,,,,,EMR data only used to identify the cohort,,
47,22,,4382,30198104,2019,Development and future deployment of a 5 years allograft survival model for kidney transplantation,1/4/21,"DuBay, D. A.","Adult
Cohort Studies
Female
Forecasting
Graft Rejection/epidemiology/prevention & control
*Graft Survival
Humans
*Kidney Transplantation
Male
Middle Aged
*Models, Statistical
Retrospective Studies
Risk Assessment
Time Factors
Transplantation, Homologous
data analysis
decision support technique
graft survival
kidney
transplant
reported by authors.",to Identifying kidney transplant patients at highest risk for graft loss prior to loss may allow for effective interventions to improve 5 years survival.,Original,retrospective cohort study,Medical University of South Carolina  EHR,SPSS,USA,kidney transplantation patients characteristics,5 years graft loss,,Association,Patient,No,No,No,,Yes,,,
48,23,,2435,31578115,2019,Renal trauma: a 6-year retrospective review from a level 1 trauma center in Denmark,1/4/21,"Maibom, S. L.","Adolescent
Adult
Aged
Aged, 80 and over
Denmark
Female
Humans
Injury Severity Score
Kidney/*injuries
Male
Middle Aged
Retrospective Studies
Time Factors
*Trauma Centers
*Wounds, Nonpenetrating/complications/diagnosis/therapy
*Wounds, Penetrating/complications/diagnosis/therapy
Young Adult
AAST classification
Renal trauma
emergencies
kidney injuries
trauma","to analyze the patterns of injury, management and complications in renal trauma patients at a Danish university hospital with a level 1 trauma center.",Original,retrospective cohort study,level 1 trauma center in Copenhagen EHR,SPSS,Denmark,patient characteristics,6 years renal trauma experience,,Association,Patient,No,No,No,,Yes,,,characteristics
49,24,,5201,30853444,2019,Neurosyphilis: Concordance between cerebrospinal fluid analysis and subsequent antibiotic strategy for patients undergoing evaluation of a diagnosis of neurosyphilis,1/4/21,"Smibert, O. C.","Adult
Aged
Anti-Bacterial Agents/*therapeutic use
Cohort Studies
Coinfection
Female
Fluorescent Treponemal Antibody-Absorption Test
HIV Infections/*complications
Hospitals
Humans
Male
Middle Aged
Neurosyphilis/cerebrospinal fluid/complications/*diagnosis/diet therapy
Spinal Puncture
Syphilis Serodiagnosis
Treponema pallidum/*immunology
Cerebrospinal fluid
Fluorescent treponemal antibody
Lumbar puncture
Neurosyphilis
Rapid plasma reagin",to reviewe the concordance between cerebrospinal fluid (CSF) analysis and the subsequent antibiotic strategy for patients undergoing evaluation of a diagnosis of neurosyphilis.,Original,retrospective chart review,hospital pathology database.,Didn't mention,Australia,"patient characteristics
J Hypertens. 2013 August ; 31(8): 1669–1675. doi:10.1097/HJH.0b013e3283621ea3.
Angiotensin receptor blockers usage",patient outcomes,,Association,Paitent,No,No,No,,Yes,,,characteristics
50,25,,1504,31306041,2019,Use of subcutaneous and intravenous trastuzumab: real-world experience from three hospitals in Sweden,1/4/21,"Valachis, A.","Administration, Intravenous
Aged
Antineoplastic Agents, Immunological/*administration & dosage/*therapeutic use
Breast Neoplasms/*drug therapy
Electronic Health Records
Female
Humans
Injections, Subcutaneous
Middle Aged
Outcome Assessment, Health Care
Receptor, ErbB-2/metabolism
Retrospective Studies
Sweden
Trastuzumab/*administration & dosage/*therapeutic use
HER2-positive
breast cancer
real-world setting
subcutaneous
trastuzumab",to describe the use of subcutaneous (sc.) trastuzumab use in a real-world setting,Original,retrospective cohort study,IQVIA Customized eXtraction Program ,Didn't mention,Sweden,Use of subcutaneous and intravenous trastuzumab,"the pattern of real-world implementation of sc. trastuzumab, the switching rate between the 2 formulations, and potential factors that could influence the switching rate.",,Association,Patient,No,"Yes, data description",No,,Yes,,,
51,,,3843,31279490,2019,High-Risk Phenotypes of Early Psychiatric Readmission in Bipolar Disorder With Comorbid¬†Medical Illness,6/9/21,"Edgcomb, J.","Adolescent
Adult
Aged
Algorithms
Bipolar Disorder/*complications/therapy
Comorbidity
Decision Trees
Female
Humans
Machine Learning
Male
Middle Aged
Models, Statistical
Patient Readmission/*statistics & numerical data
Phenotype
Retrospective Studies
Risk Factors
Young Adult
*bipolar disorder
*comorbidity
*decision tree
*medical illness
*readmission", to identify modifiable predictors of psychiatric readmission among persons with comorbid bipolar disorder and medical illness. ,Original,retrospective cohort study,UCLA EHR ,Python,USA,,,,,,,,,,,Predictive models,,
52,,,3283,31393425,2019,Pediatric Gartland Type-IV Supracondylar Humeral Fractures Have Substantial Overlap with Flexion-Type Fractures,6/9/21,"Mitchell, S. L.","Adolescent
Age Factors
Analysis of Variance
Bone Nails
Bone Wires
Child
Child, Preschool
Cohort Studies
Databases, Factual
Elbow/*injuries/surgery
Female
Fracture Fixation, Internal/adverse effects/*methods
Fracture Healing/physiology
Humans
Humeral Fractures/diagnostic imaging/*surgery
Injury Severity Score
Logistic Models
Male
Open Fracture Reduction/adverse effects/*methods
Operative Time
Pain Measurement
Prognosis
Range of Motion, Articular/*physiology
Retrospective Studies
Risk Assessment
Treatment Outcome","to determined the prevalence of type-IV fractures, identified preoperative characteristics associated with these injuries, and assessed operative treatment characteristics.",Original,,,,,,,,,,,,,,,Registry (data where a human being has abstracted the data [adds data quality; avoid curated data]),manully reviewed data,
